analysis_mode,selection_status,feature_set,sku,full_cluster,subsample_appearances,same_cluster_count,assignment_stability,n_observed,n_positive,n_zero,total_sales,mean_sales,median_sales,std_sales,nonzero_mean,CV2,ADI,zero_ratio,approx_entropy,trailing_zero_share,acf1,acf1_zero_variance,trend_coef,seasonality_idx,peak_ratio,promo_weight_ratio,promo_window_weight_mean,promo_response_index
retrospective_method_development,provisional_downstream_recommendation,ADI+CV2+acf1+nonzero_mean,DRMJJ0022,1,395,313,0.7924050632911392,135,40,95,89.0,0.6592592592592592,0.0,1.2996151150276771,2.225,0.4504740724914944,3.375,0.7037037037037037,0.4658975744085702,0.0,0.4890643512552939,False,0.858045090695454,0.0,2.696629213483146,0.985553772070626,1.197883597883598,0.8227458609600191
retrospective_method_development,provisional_downstream_recommendation,ADI+CV2+acf1+nonzero_mean,FRH0065,1,414,329,0.7946859903381642,135,31,104,66.0,0.4888888888888889,0.0,1.1254628677422756,2.129032258064516,0.452142638506275,4.354838709677419,0.7703703703703704,0.4111082466868727,0.0074074074074074,0.5280028178936245,False,0.7125272331154684,0.0,3.287878787878788,1.352813852813853,1.197883597883598,1.1293366527465467
retrospective_method_development,provisional_downstream_recommendation,ADI+CV2+acf1+nonzero_mean,XGX9993,2,398,331,0.8316582914572864,30,6,24,12.0,0.4,0.0,1.069966161243848,2.0,0.7000000000000001,5.0,0.8,0.0708069953699167,0.0,0.3172790523935836,False,0.8838709677419357,,2.5,2.130952380952381,1.0238095238095235,2.08139534883721
retrospective_method_development,provisional_downstream_recommendation,ADI+CV2+acf1+nonzero_mean,JZJ0018,1,392,327,0.8341836734693877,135,21,114,47.0,0.3481481481481481,0.0,0.9873718962328358,2.238095238095238,0.4173381620642826,6.428571428571429,0.8444444444444444,0.3403911490595628,0.0074074074074074,0.5862542169363598,False,0.3916145181476846,0.0,2.6808510638297878,0.9848024316109424,1.197883597883598,0.8221186376964138
retrospective_method_development,provisional_downstream_recommendation,ADI+CV2+acf1+nonzero_mean,xgx0014,1,388,330,0.8505154639175257,30,18,12,53.0,1.7666666666666666,1.0,2.269487764374084,2.9444444444444446,0.5899105815341444,1.6666666666666667,0.4,0.6870348582661496,0.0333333333333333,-0.0401132609721567,False,0.1555690809494825,,3.056603773584905,0.8787061994609164,1.0238095238095235,0.8582711715664768
retrospective_method_development,provisional_downstream_recommendation,ADI+CV2+acf1+nonzero_mean,FRH0034,1,405,345,0.8518518518518519,135,60,75,151.5,1.1222222222222222,0.0,1.652301274733988,2.525,0.407570543931386,2.25,0.5555555555555556,0.6853905964740767,0.1777777777777777,0.3788480020633894,False,-0.341810651653401,0.0,3.1683168316831685,1.3412541254125412,1.197883597883598,1.1196865269565823
retrospective_method_development,provisional_downstream_recommendation,ADI+CV2+acf1+nonzero_mean,xgx0015,1,393,338,0.8600508905852418,30,22,8,63.0,2.1,2.0,2.21826275611624,2.863636363636364,0.5492807352217782,1.3636363636363635,0.2666666666666666,0.4474170504717227,0.0,-0.0738981623120018,False,0.6961597542242702,,3.841269841269841,1.1201814058956916,1.0238095238095235,1.0941306755260247
retrospective_method_development,provisional_downstream_recommendation,ADI+CV2+acf1+nonzero_mean,CLSSLT0003,2,400,349,0.8725,135,21,114,39.0,0.2888888888888888,0.0,0.8627158321053198,1.8571428571428568,0.559171597633136,6.428571428571429,0.8444444444444444,0.414096552843231,0.0222222222222222,0.2072193514566007,False,0.3244846656611361,0.0,3.769230769230769,1.4835164835164836,1.197883597883598,1.2384479478119053
retrospective_method_development,provisional_downstream_recommendation,ADI+CV2+acf1+nonzero_mean,xgx0016,1,410,358,0.8731707317073171,30,27,3,75.0,2.5,2.0,2.129432496845272,2.7777777777777777,0.5516307692307691,1.1111111111111112,0.1,0.6211794587102852,0.0,0.2053063495670098,False,0.9034838709677422,,2.52,1.2095238095238094,1.0238095238095235,1.1813953488372095
retrospective_method_development,provisional_downstream_recommendation,ADI+CV2+acf1+nonzero_mean,BLP0002,1,397,347,0.8740554156171285,135,43,92,101.0,0.7481481481481481,0.0,1.502825788647062,2.3488372093023258,0.6083642593396537,3.13953488372093,0.6814814814814815,0.2716258288923103,0.0,0.3679073516750313,False,1.1511745292176276,0.0,4.257425742574257,1.616407355021216,1.197883597883598,1.349385998670538
