sku,n_observed,n_positive,n_zero,total_sales,mean_sales,median_sales,std_sales,nonzero_mean,CV2,ADI,zero_ratio,approx_entropy,trailing_zero_share,acf1,acf1_zero_variance,trend_coef,seasonality_idx,peak_ratio,promo_weight_ratio,promo_window_weight_mean,promo_response_index
HSAKSLT0001,104,6,98,9.0,0.08653846153846154,0.0,0.3715769837019344,1.5,0.1333333333333333,17.333333333333332,0.9423076923076923,0.16270948452931266,0.19230769230769232,0.08538251366120206,False,0.16813186813186812,0.08333244756711289,1.3333333333333333,1.9047619047619047,1.2513736263736266,1.5221368459568236
HWZDSKL0001,135,35,100,202.0,1.4962962962962962,0.0,4.135528759482706,5.771428571428571,1.2610571627925748,3.857142857142857,0.7407407407407407,0.23963880762065337,0.0,0.4567871527220413,False,0.5282954766064841,0.08820671543255015,6.064356435643565,1.0530410183875532,1.197883597883598,0.8790845957387258
HWZDSKL0002,135,11,124,29.0,0.21481481481481482,0.0,0.9334991560819693,2.6363636363636362,0.6696789536266349,12.272727272727273,0.9185185185185185,0.2415395637311326,0.13333333333333333,0.528802506233619,False,0.06569754338517014,0.0,3.03448275862069,1.2758620689655173,1.197883597883598,1.0650968685268674
HZSN0001,135,77,58,276.5,2.0481481481481483,1.0,2.5128910318109035,3.590909090909091,0.42815244595492363,1.7532467532467533,0.42962962962962964,0.6090466946927695,0.007407407407407408,0.5683544319380714,False,1.1457157827969444,0.0,2.7848101265822787,1.188151209851029,1.197883597883598,0.9918753474463095
JZJ00011,135,36,99,87.0,0.6444444444444445,0.0,1.3297214760919294,2.4166666666666665,0.40482418889077637,3.75,0.7333333333333333,0.361893949491346,0.014814814814814815,0.589877891016944,False,0.7515889114266396,0.0,2.4827586206896552,1.7717569786535303,1.197883597883598,1.479072742780553
JZJ00012,135,60,75,235.0,1.7407407407407407,0.0,2.9192182631834718,3.9166666666666665,0.6967183555715831,2.25,0.5555555555555556,0.47385293986713517,0.0,0.6722832422026125,False,0.9485189820609095,0.0,3.8297872340425534,1.4917933130699088,1.197883597883598,1.2453574919179007
JZJ0002,135,80,55,771.0,5.711111111111111,5.0,6.374935371831222,9.6375,0.32960058486178256,1.6875,0.4074074074074074,0.4557170073034178,0.0,0.7617224173182707,False,1.2831820146995245,0.0,2.905317769130999,1.259959236612933,1.197883597883598,1.0518210941689237
JZJ0003,135,79,56,1191.0,8.822222222222223,7.0,9.400592762087237,15.075949367088608,0.24782839656990235,1.7088607594936709,0.4148148148148148,0.5088635871390663,0.0,0.7907765255966074,False,1.2445915169874273,0.0,2.255247691015953,1.2878733357322778,1.197883597883598,1.075123941931981
JZJ0004,104,15,89,25.0,0.2403846153846154,0.0,0.6754386177610497,1.6666666666666667,0.2914285714285713,6.933333333333334,0.8557692307692307,0.2877258633923616,0.22115384615384615,0.4033926354985517,False,0.2891208791208791,0.3742916016141775,2.4,1.4514285714285713,1.2513736263736266,1.1598682766190995
JZJ0005,104,23,81,65.0,0.625,0.0,1.48104710910029,2.8260869565217392,0.47157492080568986,4.521739130434782,0.7788461538461539,0.19117777811259562,0.18269230769230768,0.5699137139358684,False,0.5536460974922512,0.29302856800095367,3.1846153846153844,1.4879120879120877,1.2513736263736266,1.189023051591657
JZJ0008,104,34,70,214.0,2.0576923076923075,0.0,3.568543590978952,6.294117647058823,0.309837831542784,3.0588235294117645,0.6730769230769231,0.28579421980285136,0.04807692307692308,0.752175850289618,False,0.9501283762966006,0.2436757096895545,2.383177570093458,1.1395193591455273,1.2513736263736266,0.9106148116991698
JZJ0009,135,74,61,1495.0,11.074074074074074,4.0,12.958388990084865,20.2027027027027,0.29716367672636423,1.8243243243243243,0.45185185185185184,0.4652814758726538,0.0,0.85127681012034,False,1.7054923820141212,0.0,2.1779264214046825,1.2707118967988533,1.197883597883598,1.060797475684555
