sku,full_cluster,calendar_group,horizon_weeks,approximate_days,origin,tail_rank,origin_index,actual_sum,actual_event,training_weeks,training_start,training_last_week,dynamic_cluster,label_source,old_case_available,n,s,probability,laplace_probability,conditional_mean,scale_52,square_scale_52,scale_full,full_n,legacy_week_probability,legacy_positive_week_mean,tail4_identity,block_totals,full_block_totals,enterprise_probability,ma4_forecast,train_values,test_values
XFTW0001,1,only_2026,4,28,2026-07-06,1,6,0.0,0,26,2026-01-05,2026-06-29,1,reused,True,6,2,0.3333333333333333,0.375,11.5,6.0,67.6,6.0,6,0.0,3.2857142857142856,0.0,"[0.0, 0.0, 0.0, 8.0, 15.0, 0.0]","[0.0, 0.0, 0.0, 8.0, 15.0, 0.0]",0.6579949238578681,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 4.0, 5.0, 3.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]"
FRW0009,2,across_2024_2026,4,28,2026-07-06,1,6,2.0,1,131,2024-01-01,2026-06-29,2,reused,True,13,11,0.8461538461538461,0.8,3.1818181818181817,1.9166666666666667,5.416666666666667,1.2903225806451613,32,0.25,1.7692307692307692,2.0,"[1.0, 0.0, 1.0, 2.0, 2.0, 4.0, 1.0, 0.0, 3.0, 8.0, 7.0, 4.0, 2.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 9.0, 1.0, 0.0, 1.0, 2.0, 2.0, 4.0, 1.0, 0.0, 3.0, 8.0, 7.0, 4.0, 2.0]",0.6551943913320586,2.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 1.0, 2.0, 4.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 2.0, 0.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 3.0, 1.0, 1.0, 3.0, 5.0, 0.0, 2.0, 0.0, 1.0, 2.0, 0.0, 1.0, 0.0, 0.0, 2.0, 0.0]","[0, 0, 1, 1]"
FRW00023,2,only_2026,4,28,2026-07-06,1,6,4.0,1,26,2026-01-05,2026-06-29,0,reused,True,6,2,0.3333333333333333,0.375,2.5,0.8,2.0,0.8,6,0.5,1.6666666666666667,2.0,"[0.0, 0.0, 0.0, 0.0, 3.0, 2.0]","[0.0, 0.0, 0.0, 0.0, 3.0, 2.0]",0.6579949238578681,2.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[1, 1, 1, 1]"
SLT0004,2,across_2024_2026,4,28,2026-07-06,1,6,0.0,0,131,2024-01-01,2026-06-29,2,reused,True,13,4,0.3076923076923077,0.3333333333333333,4.25,1.75,9.416666666666666,0.7096774193548387,32,0.0,1.7,0.0,"[1.0, 0.0, 0.0, 6.0, 8.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 6.0, 8.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.6596558317399618,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 3.0, 1.0, 1.0, 3.0, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]"
DRMJJ0038,2,only_2026,4,28,2026-07-06,1,6,0.0,0,26,2026-01-05,2026-06-29,2,reused,True,6,3,0.5,0.5,3.0,2.0,6.0,2.0,6,0.0,1.5,0.0,"[0.0, 1.0, 5.0, 3.0, 0.0, 0.0]","[0.0, 1.0, 5.0, 3.0, 0.0, 0.0]",0.6573604060913706,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 3.0, 1.0, 1.0, 1.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]"
LTKF0111,2,across_2024_2026,4,28,2026-07-06,1,6,4.0,1,131,2024-01-01,2026-06-29,2,reused,True,13,9,0.6923076923076923,0.6666666666666666,4.0,2.6666666666666665,12.0,1.032258064516129,32,0.5,1.8,4.0,"[0.0, 0.0, 1.0, 0.0, 2.0, 4.0, 0.0, 3.0, 11.0, 5.0, 4.0, 2.0, 4.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 4.0, 0.0, 3.0, 11.0, 5.0, 4.0, 2.0, 4.0]",0.6564690885914596,4.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 3.0, 2.0, 1.0, 5.0, 2.0, 1.0, 2.0, 0.0, 0.0, 2.0, 0.0, 2.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 3.0, 0.0]","[1, 0, 1, 2]"
XYMLRY00001,2,only_2026,4,28,2026-07-06,1,6,5.0,1,26,2026-01-05,2026-06-29,2,reused,True,6,5,0.8333333333333334,0.75,3.8,2.6,9.8,2.6,6,0.5,1.5833333333333333,3.0,"[2.0, 4.0, 0.0, 5.0, 5.0, 3.0]","[2.0, 4.0, 0.0, 5.0, 5.0, 3.0]",0.6560913705583756,3.0,"[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 0.0, 1.0, 0.0, 3.0, 2.0, 0.0, 0.0, 0.0, 2.0, 1.0]","[2, 2, 1, 0]"
DRMJJ0025,2,across_2024_2026,4,28,2026-07-06,1,6,2.0,1,131,2024-01-01,2026-06-29,2,reused,True,13,8,0.6153846153846154,0.6,3.25,2.25,9.75,1.096774193548387,32,0.25,1.75,2.0,"[7.0, 1.0, 0.0, 0.0, 0.0, 1.0, 6.0, 2.0, 5.0, 0.0, 0.0, 2.0, 2.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 6.0, 7.0, 1.0, 0.0, 0.0, 0.0, 1.0, 6.0, 2.0, 5.0, 0.0, 0.0, 2.0, 2.0]",0.65710643722116,2.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 2.0, 2.0, 2.0, 5.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 2.0, 3.0, 0.0, 0.0, 1.0, 1.0, 2.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 2.0, 0.0]","[0, 0, 2, 0]"
CLSSLT0006,2,across_2024_2026,4,28,2026-07-06,1,6,3.0,1,131,2024-01-01,2026-06-29,2,reused,True,13,13,1.0,0.9333333333333333,3.5384615384615383,1.8333333333333333,6.0,1.0,32,0.5,1.9583333333333333,3.0,"[9.0, 7.0, 2.0, 6.0, 6.0, 2.0, 3.0, 2.0, 3.0, 1.0, 1.0, 1.0, 3.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 9.0, 7.0, 2.0, 6.0, 6.0, 2.0, 3.0, 2.0, 3.0, 1.0, 1.0, 1.0, 3.0]",0.6539196940726577,3.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 3.0, 3.0, 3.0, 0.0, 4.0, 3.0, 0.0, 0.0, 0.0, 2.0, 0.0, 3.0, 0.0, 1.0, 2.0, 3.0, 1.0, 2.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 2.0, 1.0, 0.0, 0.0, 0.0, 2.0, 0.0, 3.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 2.0, 0.0, 0.0]","[1, 1, 0, 1]"
DRMJJ0039,2,only_2026,4,28,2026-07-06,1,6,0.0,0,26,2026-01-05,2026-06-29,2,reused,True,6,4,0.6666666666666666,0.625,2.25,1.2,2.8,1.2,6,0.0,1.5,0.0,"[2.0, 2.0, 4.0, 1.0, 0.0, 0.0]","[2.0, 2.0, 4.0, 1.0, 0.0, 0.0]",0.6567258883248731,0.0,"[0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 2.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]"
ZBTZ0002,1,across_2024_2026,4,28,2026-07-06,1,6,0.0,0,131,2024-01-01,2026-06-29,1,reused,True,13,4,0.3076923076923077,0.3333333333333333,5.0,2.8333333333333335,31.833333333333332,2.774193548387097,32,0.0,5.333333333333333,0.0,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 3.0, 15.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 26.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 3.0, 15.0, 0.0, 0.0]",0.6596558317399618,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 26.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 0.0, 0.0, 1.0, 2.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]"
LTKF0019,1,across_2024_2026,4,28,2026-07-06,1,6,1.0,1,131,2024-01-01,2026-06-29,1,reused,True,13,13,1.0,0.9333333333333333,3.0,1.5,3.1666666666666665,1.7096774193548387,32,0.25,2.2162162162162162,1.0,"[3.0, 5.0, 2.0, 3.0, 4.0, 5.0, 4.0, 2.0, 5.0, 3.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.0, 16.0, 6.0, 1.0, 4.0, 3.0, 5.0, 2.0, 3.0, 4.0, 5.0, 4.0, 2.0, 5.0, 3.0, 1.0, 1.0, 1.0]",0.6539196940726577,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 14.0, 3.0, 4.0, 7.0, 2.0, 0.0, 0.0, 2.0, 4.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 3.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 3.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 3.0, 0.0, 0.0, 0.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 5.0, 2.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 2.0, 1.0, 2.0, 1.0, 1.0, 0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0, 0, 1, 0]"
FRH0044,2,across_2024_2026,4,28,2026-07-06,1,6,0.0,0,131,2024-01-01,2026-06-29,2,reused,True,13,9,0.6923076923076923,0.6666666666666666,2.5555555555555554,1.8333333333333333,4.833333333333333,1.4193548387096775,32,0.0,1.3225806451612903,0.0,"[2.0, 2.0, 0.0, 1.0, 4.0, 0.0, 1.0, 3.0, 2.0, 5.0, 3.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 4.0, 2.0, 0.0, 3.0, 2.0, 3.0, 1.0, 2.0, 2.0, 0.0, 1.0, 4.0, 0.0, 1.0, 3.0, 2.0, 5.0, 3.0, 0.0, 0.0]",0.6564690885914596,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 1.0, 0.0, 2.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]"
KZCWBG001,1,across_2024_2026,4,28,2026-07-06,1,6,5.0,1,131,2024-01-01,2026-06-29,1,reused,True,13,10,0.7692307692307693,0.7333333333333333,4.8,3.5833333333333335,40.416666666666664,2.225806451612903,32,1.0,2.2857142857142856,9.0,"[2.0, 3.0, 3.0, 2.0, 1.0, 0.0, 0.0, 1.0, 0.0, 5.0, 2.0, 20.0, 9.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.0, 2.0, 2.0, 3.0, 3.0, 2.0, 1.0, 0.0, 0.0, 1.0, 0.0, 5.0, 2.0, 20.0, 9.0]",0.655831739961759,9.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 3.0, 4.0, 3.0, 0.0, 0.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 0.0, 1.0, 2.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 3.0, 3.0, 6.0, 8.0, 3.0, 3.0, 1.0, 2.0]","[2, 0, 1, 2]"
LTKF093,1,across_2024_2026,4,28,2026-07-06,1,6,0.0,0,131,2024-01-01,2026-06-29,1,reused,True,13,12,0.9230769230769231,0.8666666666666667,6.666666666666667,5.666666666666667,78.33333333333333,2.4838709677419355,32,0.5,2.7333333333333334,9.0,"[5.0, 4.0, 5.0, 3.0, 4.0, 5.0, 3.0, 1.0, 0.0, 21.0, 4.0, 16.0, 9.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 5.0, 4.0, 5.0, 3.0, 4.0, 5.0, 3.0, 1.0, 0.0, 21.0, 4.0, 16.0, 9.0]",0.6545570427023581,9.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 1.0, 2.0, 0.0, 0.0, 2.0, 1.0, 2.0, 1.0, 1.0, 0.0, 3.0, 0.0, 0.0, 0.0, 2.0, 2.0, 0.0, 4.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 3.0, 13.0, 1.0, 1.0, 0.0, 3.0, 0.0, 0.0, 2.0, 12.0, 2.0, 7.0, 2.0, 0.0, 0.0]","[0, 0, 0, 0]"
LTKF098B,1,only_2026,4,28,2026-07-06,1,6,1.0,1,26,2026-01-05,2026-06-29,1,reused,True,6,6,1.0,0.875,10.25,2.2,8.1,2.2,6,0.75,2.8043478260869565,10.0,"[8.0, 13.0, 12.0, 8.5, 10.0, 10.0]","[8.0, 13.0, 12.0, 8.5, 10.0, 10.0]",0.6554568527918782,10.0,"[3.0, 0.0, 0.0, 1.0, 2.0, 5.0, 4.0, 4.0, 3.0, 2.0, 2.0, 6.0, 2.0, 2.0, 1.0, 2.25, 2.5, 2.75, 2.0, 4.0, 3.0, 1.0, 2.0, 4.0, 4.0, 0.0]","[1, 0, 0, 0]"
QFDNZGJK002,1,only_2026,4,28,2026-07-06,1,6,0.0,0,26,2026-01-05,2026-06-29,1,reused,True,6,3,0.5,0.5,13.333333333333334,8.8,100.8,8.8,6,0.0,3.3333333333333335,0.0,"[0.0, 8.0, 22.0, 10.0, 0.0, 0.0]","[0.0, 8.0, 22.0, 10.0, 0.0, 0.0]",0.6573604060913706,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 3.0, 2.0, 2.0, 6.0, 7.0, 1.0, 8.0, 4.0, 3.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]"
DHZXCZP0001,1,across_2024_2026,4,28,2026-07-06,1,6,14.0,1,131,2024-01-01,2026-06-29,1,reused,True,13,11,0.8461538461538461,0.8,7.2727272727272725,3.75,32.75,2.3870967741935485,32,0.5,3.2857142857142856,4.0,"[29.0, 12.0, 12.0, 7.0, 1.0, 0.0, 2.0, 6.0, 4.0, 1.0, 0.0, 2.0, 4.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 29.0, 12.0, 12.0, 7.0, 1.0, 0.0, 2.0, 6.0, 4.0, 1.0, 0.0, 2.0, 4.0]",0.6551943913320586,4.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 7.0, 8.0, 6.0, 8.0, 2.0, 4.0, 3.0, 3.0, 2.0, 3.0, 3.0, 4.0, 5.0, 0.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 0.0, 2.0, 1.0, 2.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0, 0.0, 0.0]","[11, 0, 3, 0]"
