sku,n,mean_delta,method,metric,cohort,horizon_weeks
BLP0004,4,0.025000000000000022,LegacyPXQ,ae,sparse77,9
CLSSLT0003,6,0.2669799498746865,LegacyPXQ,ae,sparse77,9
CLSSLT0006,6,1.0249515190691663,LegacyPXQ,ae,sparse77,9
DRMJJ0020,2,1.125,LegacyPXQ,ae,sparse77,9
DRMJJ0021,6,1.2234126984126983,LegacyPXQ,ae,sparse77,9
DRMJJ0025,6,-1.0356873518638228,LegacyPXQ,ae,sparse77,9
DRMJJ0026,5,0.33769230769230774,LegacyPXQ,ae,sparse77,9
DRMJJ0027,5,0.9952380952380953,LegacyPXQ,ae,sparse77,9
DRMJJ0038,2,0.375,LegacyPXQ,ae,sparse77,9
DRMJJ0039,2,-0.6250000000000004,LegacyPXQ,ae,sparse77,9
FRC0010,6,0.28750000000000003,LegacyPXQ,ae,sparse77,9
FRH0028,6,0.22603754940711449,LegacyPXQ,ae,sparse77,9
FRH0029,6,0.031056906056906513,LegacyPXQ,ae,sparse77,9
FRH0031,6,0.9404761904761904,LegacyPXQ,ae,sparse77,9
FRH0035,6,0.0,LegacyPXQ,ae,sparse77,9
FRH0037,6,0.43333333333333335,LegacyPXQ,ae,sparse77,9
FRH0042,6,-0.3972222222222222,LegacyPXQ,ae,sparse77,9
FRH0043,6,0.9292929292929294,LegacyPXQ,ae,sparse77,9
FRH0044,6,-0.44266629427919774,LegacyPXQ,ae,sparse77,9
FRH0047,6,1.8044871794871795,LegacyPXQ,ae,sparse77,9
FRH0049,6,0.0,LegacyPXQ,ae,sparse77,9
FRH0056-1,4,-1.3916666666666666,LegacyPXQ,ae,sparse77,9
FRH0068,4,-0.5316558441558439,LegacyPXQ,ae,sparse77,9
FRW00011,5,0.25238095238095226,LegacyPXQ,ae,sparse77,9
FRW00023,1,2.25,LegacyPXQ,ae,sparse77,9
FRW0008,5,-1.1452380952380952,LegacyPXQ,ae,sparse77,9
FRW0009,6,0.6109908609908613,LegacyPXQ,ae,sparse77,9
FRW0011,6,0.0,LegacyPXQ,ae,sparse77,9
FRW0014,6,0.0,LegacyPXQ,ae,sparse77,9
FRW0016,6,0.875,LegacyPXQ,ae,sparse77,9
FRW0020,6,0.0,LegacyPXQ,ae,sparse77,9
FRW0023,6,-0.4166666666666667,LegacyPXQ,ae,sparse77,9
FSTBY001,3,0.0,LegacyPXQ,ae,sparse77,9
FZGLS0001,3,0.08333333333333333,LegacyPXQ,ae,sparse77,9
FZGLS0002,6,-0.5,LegacyPXQ,ae,sparse77,9
FZLRJ0001double,6,0.125,LegacyPXQ,ae,sparse77,9
FZLRJ0002double,6,-0.6759259259259259,LegacyPXQ,ae,sparse77,9
HSAKSLT0001,3,1.0,LegacyPXQ,ae,sparse77,9
HWZDSKL0002,6,-0.4029341029341032,LegacyPXQ,ae,sparse77,9
JZJ0004,5,0.8833333333333335,LegacyPXQ,ae,sparse77,9
JZJ0014,6,-0.2916666666666668,LegacyPXQ,ae,sparse77,9
JZJ0017,6,-0.27830687830687856,LegacyPXQ,ae,sparse77,9
KFZ0001,5,-0.95,LegacyPXQ,ae,sparse77,9
LTKF0002,6,1.111111111111111,LegacyPXQ,ae,sparse77,9
LTKF0005A,6,1.145299145299145,LegacyPXQ,ae,sparse77,9
LTKF0008,6,-0.041666666666666664,LegacyPXQ,ae,sparse77,9
LTKF0009,6,0.625,LegacyPXQ,ae,sparse77,9
LTKF0022,4,-1.2351190476190474,LegacyPXQ,ae,sparse77,9
LTKF0024A,4,-1.4896853146853153,LegacyPXQ,ae,sparse77,9
LTKF0058,4,-1.73125,LegacyPXQ,ae,sparse77,9
LTKF0102,5,-0.47428571428571437,LegacyPXQ,ae,sparse77,9
LTKF0106,4,-1.5208333333333335,LegacyPXQ,ae,sparse77,9
LTKF0111,5,-1.8242081447963798,LegacyPXQ,ae,sparse77,9
LYC0203,5,-1.1997280497280496,LegacyPXQ,ae,sparse77,9
QCXXC0001,6,-1.0045551670551671,LegacyPXQ,ae,sparse77,9
QCXXC0002,6,-0.6484126984126984,LegacyPXQ,ae,sparse77,9
QFSJZ002-1,6,-0.7327441077441078,LegacyPXQ,ae,sparse77,9
QFSJZ003,6,0.3036375661375661,LegacyPXQ,ae,sparse77,9
SLT0003,6,-1.77890499194847,LegacyPXQ,ae,sparse77,9
SLT0004,6,-0.8162037037037037,LegacyPXQ,ae,sparse77,9
SRPDZS0002,3,2.433333333333333,LegacyPXQ,ae,sparse77,9
XYMLRY00001,2,-4.625,LegacyPXQ,ae,sparse77,9
YDBZLV0001AMDE,6,0.6296296296296297,LegacyPXQ,ae,sparse77,9
YDBZWV0001AMDE,5,1.0,LegacyPXQ,ae,sparse77,9
YJX0024,4,1.9000000000000001,LegacyPXQ,ae,sparse77,9
YJX0025,4,-1.6791666666666665,LegacyPXQ,ae,sparse77,9
YXBLJ0001,4,-1.5229895104895104,LegacyPXQ,ae,sparse77,9
ZBTZ0003,6,-0.23478835978835985,LegacyPXQ,ae,sparse77,9
ZJJSJBV001AMDE,6,1.093673285778549,LegacyPXQ,ae,sparse77,9
ZJJYZSJBV1AMDE,6,1.176230506822612,LegacyPXQ,ae,sparse77,9
ZJJYZSJSV2AMDE,6,0.701923076923077,LegacyPXQ,ae,sparse77,9
xgx0013,1,4.0,LegacyPXQ,ae,sparse77,9
zxy0002,1,1.25,LegacyPXQ,ae,sparse77,9
BLJZ0001,1,10.75,Naive,mase_52,sparse77,9
BLP0003,4,0.07211538461538464,Naive,mase_52,sparse77,9
BLP0004,4,6.0,Naive,mase_52,sparse77,9
CLSSLT0003,6,0.1457457983193277,Naive,mase_52,sparse77,9
CLSSLT0006,6,1.3482491582491585,Naive,mase_52,sparse77,9
DRMJJ0020,2,3.6529411764705877,Naive,mase_52,sparse77,9
DRMJJ0021,6,0.7987373737373739,Naive,mase_52,sparse77,9
DRMJJ0025,6,-0.5330532212885154,Naive,mase_52,sparse77,9
DRMJJ0026,5,2.6405128205128205,Naive,mase_52,sparse77,9
DRMJJ0027,5,2.697435897435897,Naive,mase_52,sparse77,9
DRMJJ0038,1,-4.5,Naive,mase_52,sparse77,9
DRMJJ0039,1,0.0,Naive,mase_52,sparse77,9
FRC0010,6,0.0,Naive,mase_52,sparse77,9
FRH0028,6,0.044871794871794886,Naive,mase_52,sparse77,9
FRH0029,6,0.19034132171387083,Naive,mase_52,sparse77,9
FRH0031,6,0.5000000000000001,Naive,mase_52,sparse77,9
FRH0035,4,0.0,Naive,mase_52,sparse77,9
FRH0037,5,0.0,Naive,mase_52,sparse77,9
FRH0042,6,0.24999999999999986,Naive,mase_52,sparse77,9
FRH0043,6,0.25,Naive,mase_52,sparse77,9
FRH0044,6,0.3844696969696968,Naive,mase_52,sparse77,9
FRH0047,6,1.455128205128205,Naive,mase_52,sparse77,9
FRH0049,4,0.0,Naive,mase_52,sparse77,9
FRH0056-1,4,2.975,Naive,mase_52,sparse77,9
FRH0068,4,-0.4611344537815127,Naive,mase_52,sparse77,9
FRW00011,5,2.2800000000000002,Naive,mase_52,sparse77,9
FRW00023,1,6.75,Naive,mase_52,sparse77,9
FRW0008,5,-0.85,Naive,mase_52,sparse77,9
FRW0009,6,-0.23680514569261382,Naive,mase_52,sparse77,9
FRW0011,4,0.0,Naive,mase_52,sparse77,9
FRW0014,4,0.0,Naive,mase_52,sparse77,9
FRW0016,6,0.16666666666666666,Naive,mase_52,sparse77,9
FRW0020,4,0.0,Naive,mase_52,sparse77,9
FRW0023,6,-0.313888888888889,Naive,mase_52,sparse77,9
FSTBY001,3,-1.9999999999999998,Naive,mase_52,sparse77,9
FZGLS0001,3,0.0,Naive,mase_52,sparse77,9
FZGLS0002,6,-0.9261904761904763,Naive,mase_52,sparse77,9
FZLRJ0001double,6,-0.75,Naive,mase_52,sparse77,9
FZLRJ0002double,6,-0.5416666666666666,Naive,mase_52,sparse77,9
HSAKSLT0001,3,-0.8333333333333334,Naive,mase_52,sparse77,9
HWZDSKL0002,6,1.5,Naive,mase_52,sparse77,9
JZJ0004,5,1.1818181818181819,Naive,mase_52,sparse77,9
JZJ0014,6,-0.037815126050420256,Naive,mase_52,sparse77,9
JZJ0017,6,0.5178571428571429,Naive,mase_52,sparse77,9
KFZ0001,5,0.8,Naive,mase_52,sparse77,9
LTKF0002,5,0.0,Naive,mase_52,sparse77,9
LTKF0005A,6,4.197619047619048,Naive,mase_52,sparse77,9
LTKF0008,5,-0.8181818181818181,Naive,mase_52,sparse77,9
LTKF0009,5,-0.6,Naive,mase_52,sparse77,9
LTKF0022,4,1.5215311004784688,Naive,mase_52,sparse77,9
LTKF0024A,4,-0.28852026456515617,Naive,mase_52,sparse77,9
LTKF0058,4,1.0714285714285712,Naive,mase_52,sparse77,9
LTKF0102,5,0.437142857142857,Naive,mase_52,sparse77,9
LTKF0106,4,-2.2777777777777777,Naive,mase_52,sparse77,9
LTKF0111,5,2.4782805429864254,Naive,mase_52,sparse77,9
LYC0203,5,0.8255555555555556,Naive,mase_52,sparse77,9
QCXXC0001,6,1.2874804075235111,Naive,mase_52,sparse77,9
QCXXC0002,6,1.3181818181818181,Naive,mase_52,sparse77,9
QFSJZ002-1,6,-0.2142857142857143,Naive,mase_52,sparse77,9
QFSJZ003,6,1.1833333333333333,Naive,mase_52,sparse77,9
SLT0003,6,-0.6976797385620914,Naive,mase_52,sparse77,9
SLT0004,6,4.280172413793103,Naive,mase_52,sparse77,9
SRPDZS0002,3,1.0,Naive,mase_52,sparse77,9
XYMLRY00001,1,1.125,Naive,mase_52,sparse77,9
YDBZLV0001AMDE,6,0.7767857142857143,Naive,mase_52,sparse77,9
YDBZWV0001AMDE,5,0.0,Naive,mase_52,sparse77,9
YJX0024,4,1.25,Naive,mase_52,sparse77,9
YJX0025,4,-1.8166666666666667,Naive,mase_52,sparse77,9
YXBLJ0001,4,-0.17456140350877214,Naive,mase_52,sparse77,9
ZBTZ0003,6,-0.2041666666666667,Naive,mase_52,sparse77,9
ZJJSJBV001AMDE,6,0.0,Naive,mase_52,sparse77,9
ZJJYZSJBV1AMDE,6,0.40151515151515155,Naive,mase_52,sparse77,9
ZJJYZSJSV2AMDE,5,-0.1285714285714286,Naive,mase_52,sparse77,9
xgx0013,1,3.0,Naive,mase_52,sparse77,9
zxy0002,1,3.25,Naive,mase_52,sparse77,9
BLJZ0001,6,1.7916666666666667,Naive,ae,sparse77,9
BLP0003,6,0.625,Naive,ae,sparse77,9
BLP0004,6,1.75,Naive,ae,sparse77,9
CLSSLT0003,6,0.5416666666666666,Naive,ae,sparse77,9
CLSSLT0006,6,2.9166666666666665,Naive,ae,sparse77,9
DRMJJ0020,6,3.375,Naive,ae,sparse77,9
DRMJJ0021,6,0.4583333333333333,Naive,ae,sparse77,9
DRMJJ0025,6,-1.7916666666666667,Naive,ae,sparse77,9
DRMJJ0026,6,5.166666666666667,Naive,ae,sparse77,9
DRMJJ0027,6,1.3333333333333333,Naive,ae,sparse77,9
DRMJJ0038,2,7.875,Naive,ae,sparse77,9
DRMJJ0039,2,3.375,Naive,ae,sparse77,9
FRC0010,6,0.0,Naive,ae,sparse77,9
FRH0028,6,0.2916666666666667,Naive,ae,sparse77,9
FRH0029,6,-0.16666666666666666,Naive,ae,sparse77,9
FRH0031,6,0.375,Naive,ae,sparse77,9
FRH0035,6,0.0,Naive,ae,sparse77,9
FRH0037,6,0.0,Naive,ae,sparse77,9
FRH0042,6,1.875,Naive,ae,sparse77,9
FRH0043,6,0.375,Naive,ae,sparse77,9
FRH0044,6,0.7916666666666666,Naive,ae,sparse77,9
FRH0047,6,6.041666666666667,Naive,ae,sparse77,9
FRH0049,6,0.0,Naive,ae,sparse77,9
FRH0056-1,6,3.7083333333333335,Naive,ae,sparse77,9
FRH0068,6,-1.2083333333333333,Naive,ae,sparse77,9
FRW00011,6,1.3333333333333333,Naive,ae,sparse77,9
FRW00023,2,10.125,Naive,ae,sparse77,9
FRW0008,6,-0.7916666666666666,Naive,ae,sparse77,9
FRW0009,6,0.125,Naive,ae,sparse77,9
FRW0011,6,0.0,Naive,ae,sparse77,9
FRW0014,6,0.0,Naive,ae,sparse77,9
FRW0016,6,0.375,Naive,ae,sparse77,9
FRW0020,6,0.0,Naive,ae,sparse77,9
FRW0023,6,-0.25,Naive,ae,sparse77,9
FSTBY001,6,0.0,Naive,ae,sparse77,9
FZGLS0001,6,-0.375,Naive,ae,sparse77,9
FZGLS0002,6,-0.8333333333333334,Naive,ae,sparse77,9
FZLRJ0001double,6,-0.375,Naive,ae,sparse77,9
FZLRJ0002double,6,-1.2083333333333333,Naive,ae,sparse77,9
HSAKSLT0001,6,-0.5,Naive,ae,sparse77,9
HWZDSKL0002,6,2.25,Naive,ae,sparse77,9
JZJ0004,6,2.5416666666666665,Naive,ae,sparse77,9
JZJ0014,6,0.0,Naive,ae,sparse77,9
JZJ0017,6,0.7083333333333334,Naive,ae,sparse77,9
KFZ0001,6,0.7083333333333334,Naive,ae,sparse77,9
LTKF0002,6,0.0,Naive,ae,sparse77,9
LTKF0005A,6,2.0833333333333335,Naive,ae,sparse77,9
LTKF0008,6,-1.875,Naive,ae,sparse77,9
LTKF0009,6,-1.875,Naive,ae,sparse77,9
LTKF0022,6,-2.25,Naive,ae,sparse77,9
LTKF0024A,6,-0.08333333333333333,Naive,ae,sparse77,9
LTKF0058,6,0.625,Naive,ae,sparse77,9
LTKF0102,6,1.875,Naive,ae,sparse77,9
LTKF0106,6,-1.5416666666666667,Naive,ae,sparse77,9
LTKF0111,6,0.125,Naive,ae,sparse77,9
LYC0203,6,2.2916666666666665,Naive,ae,sparse77,9
QCXXC0001,6,3.5833333333333335,Naive,ae,sparse77,9
QCXXC0002,6,2.625,Naive,ae,sparse77,9
QFSJZ002-1,6,-1.125,Naive,ae,sparse77,9
QFSJZ003,6,-0.08333333333333333,Naive,ae,sparse77,9
SLT0003,6,-2.6979166666666665,Naive,ae,sparse77,9
SLT0004,6,0.75,Naive,ae,sparse77,9
SRPDZS0002,6,0.25,Naive,ae,sparse77,9
XGX9992,2,0.0,Naive,ae,sparse77,9
XGX9993,2,0.0,Naive,ae,sparse77,9
XYMLRY00001,2,3.375,Naive,ae,sparse77,9
YDBZLV0001AMDE,6,1.5,Naive,ae,sparse77,9
YDBZWV0001AMDE,6,0.0,Naive,ae,sparse77,9
YJX0024,6,0.8333333333333334,Naive,ae,sparse77,9
YJX0025,6,-1.2083333333333333,Naive,ae,sparse77,9
YXBLJ0001,6,0.625,Naive,ae,sparse77,9
ZBTZ0003,6,-0.7916666666666666,Naive,ae,sparse77,9
ZJJSJBV001AMDE,6,0.0,Naive,ae,sparse77,9
ZJJYZSJBV1AMDE,6,2.625,Naive,ae,sparse77,9
ZJJYZSJSV2AMDE,6,-0.375,Naive,ae,sparse77,9
xgx0013,2,7.5,Naive,ae,sparse77,9
zxy0002,2,1.625,Naive,ae,sparse77,9
BLJZ0001,1,6.35,FullHistoryMean,mase_52,sparse77,9
BLP0003,4,-0.06928579662096135,FullHistoryMean,mase_52,sparse77,9
BLP0004,4,1.0029095904095904,FullHistoryMean,mase_52,sparse77,9
CLSSLT0003,6,-0.2514826812620931,FullHistoryMean,mase_52,sparse77,9
CLSSLT0006,6,1.4575124875124876,FullHistoryMean,mase_52,sparse77,9
DRMJJ0020,2,0.5130718954248372,FullHistoryMean,mase_52,sparse77,9
DRMJJ0021,6,0.741897176897177,FullHistoryMean,mase_52,sparse77,9
DRMJJ0025,6,-0.9723133076074252,FullHistoryMean,mase_52,sparse77,9
DRMJJ0026,5,0.9971894771894771,FullHistoryMean,mase_52,sparse77,9
DRMJJ0027,5,1.3977888777888778,FullHistoryMean,mase_52,sparse77,9
DRMJJ0038,1,0.0,FullHistoryMean,mase_52,sparse77,9
DRMJJ0039,1,0.9,FullHistoryMean,mase_52,sparse77,9
FRC0010,6,0.42021164021164026,FullHistoryMean,mase_52,sparse77,9
FRH0028,6,0.3046511810879628,FullHistoryMean,mase_52,sparse77,9
FRH0029,6,0.2960238256991367,FullHistoryMean,mase_52,sparse77,9
FRH0031,6,0.48042328042328036,FullHistoryMean,mase_52,sparse77,9
FRH0035,4,0.8480507587650444,FullHistoryMean,mase_52,sparse77,9
FRH0037,5,1.111468253968254,FullHistoryMean,mase_52,sparse77,9
FRH0042,6,-0.4872176030906192,FullHistoryMean,mase_52,sparse77,9
FRH0043,6,0.20057165057165052,FullHistoryMean,mase_52,sparse77,9
FRH0044,6,-0.6981372023038691,FullHistoryMean,mase_52,sparse77,9
FRH0047,6,0.996833340950988,FullHistoryMean,mase_52,sparse77,9
FRH0049,4,0.42662620603797075,FullHistoryMean,mase_52,sparse77,9
FRH0056-1,4,-0.45342435342435256,FullHistoryMean,mase_52,sparse77,9
FRH0068,4,-0.5664877839247588,FullHistoryMean,mase_52,sparse77,9
FRW00011,5,1.2568606701940035,FullHistoryMean,mase_52,sparse77,9
FRW00023,1,1.25,FullHistoryMean,mase_52,sparse77,9
FRW0008,5,-0.9780669330669332,FullHistoryMean,mase_52,sparse77,9
FRW0009,6,-0.29181148043751065,FullHistoryMean,mase_52,sparse77,9
FRW0011,4,0.4402930402930403,FullHistoryMean,mase_52,sparse77,9
FRW0014,4,1.0327380952380953,FullHistoryMean,mase_52,sparse77,9
FRW0016,6,0.9765718408575553,FullHistoryMean,mase_52,sparse77,9
FRW0020,4,0.8561507936507937,FullHistoryMean,mase_52,sparse77,9
FRW0023,6,-0.6063492063492064,FullHistoryMean,mase_52,sparse77,9
FSTBY001,3,-2.003663003663003,FullHistoryMean,mase_52,sparse77,9
FZGLS0001,3,-0.10256410256410235,FullHistoryMean,mase_52,sparse77,9
FZGLS0002,6,-0.9445239945239945,FullHistoryMean,mase_52,sparse77,9
FZLRJ0001double,6,-0.6602138602138601,FullHistoryMean,mase_52,sparse77,9
FZLRJ0002double,6,-0.5608645983645983,FullHistoryMean,mase_52,sparse77,9
HSAKSLT0001,3,0.6555555555555556,FullHistoryMean,mase_52,sparse77,9
HWZDSKL0002,6,-0.1830905085549048,FullHistoryMean,mase_52,sparse77,9
JZJ0004,5,0.7812770562770561,FullHistoryMean,mase_52,sparse77,9
JZJ0014,6,-0.5323207915644891,FullHistoryMean,mase_52,sparse77,9
JZJ0017,6,-0.26279060445727115,FullHistoryMean,mase_52,sparse77,9
KFZ0001,5,-1.208761904761905,FullHistoryMean,mase_52,sparse77,9
LTKF0002,5,0.4874795046223618,FullHistoryMean,mase_52,sparse77,9
LTKF0005A,6,2.3597127739984884,FullHistoryMean,mase_52,sparse77,9
LTKF0008,5,-0.3954834054834055,FullHistoryMean,mase_52,sparse77,9
LTKF0009,5,-0.17730158730158735,FullHistoryMean,mase_52,sparse77,9
LTKF0022,4,0.9760069365332527,FullHistoryMean,mase_52,sparse77,9
LTKF0024A,4,-0.9025305800151001,FullHistoryMean,mase_52,sparse77,9
LTKF0058,4,1.2673675530818387,FullHistoryMean,mase_52,sparse77,9
LTKF0102,5,-1.2481102105914137,FullHistoryMean,mase_52,sparse77,9
LTKF0106,4,-2.318889443889444,FullHistoryMean,mase_52,sparse77,9
LTKF0111,5,2.252807388689742,FullHistoryMean,mase_52,sparse77,9
LYC0203,5,-0.7226520538285244,FullHistoryMean,mase_52,sparse77,9
QCXXC0001,6,-0.556199619346171,FullHistoryMean,mase_52,sparse77,9
QCXXC0002,6,0.07495189995189999,FullHistoryMean,mase_52,sparse77,9
QFSJZ002-1,6,-0.7163125081546126,FullHistoryMean,mase_52,sparse77,9
QFSJZ003,6,1.0786321086321096,FullHistoryMean,mase_52,sparse77,9
SLT0003,6,0.09407434613316938,FullHistoryMean,mase_52,sparse77,9
SLT0004,6,-2.1134667786145616,FullHistoryMean,mase_52,sparse77,9
SRPDZS0002,3,3.119753086419753,FullHistoryMean,mase_52,sparse77,9
XYMLRY00001,1,-1.375,FullHistoryMean,mase_52,sparse77,9
YDBZLV0001AMDE,6,0.8075491307634165,FullHistoryMean,mase_52,sparse77,9
YDBZWV0001AMDE,5,0.566931216931217,FullHistoryMean,mase_52,sparse77,9
YJX0024,4,1.4694444444444446,FullHistoryMean,mase_52,sparse77,9
YJX0025,4,-1.8379960317460315,FullHistoryMean,mase_52,sparse77,9
YXBLJ0001,4,0.3137467795362534,FullHistoryMean,mase_52,sparse77,9
ZBTZ0003,6,-0.29729668479668486,FullHistoryMean,mase_52,sparse77,9
ZJJSJBV001AMDE,6,-0.03152773152773144,FullHistoryMean,mase_52,sparse77,9
ZJJYZSJBV1AMDE,6,1.5580754636310192,FullHistoryMean,mase_52,sparse77,9
ZJJYZSJSV2AMDE,5,0.7829437229437229,FullHistoryMean,mase_52,sparse77,9
xgx0013,1,1.3,FullHistoryMean,mase_52,sparse77,9
zxy0002,1,1.75,FullHistoryMean,mase_52,sparse77,9
BLJZ0001,6,1.0583333333333333,FullHistoryMean,ae,sparse77,9
BLP0003,6,-0.8302947052947053,FullHistoryMean,ae,sparse77,9
BLP0004,6,0.19222444222444213,FullHistoryMean,ae,sparse77,9
CLSSLT0003,6,-0.9991369741369743,FullHistoryMean,ae,sparse77,9
CLSSLT0006,6,1.5708809708809708,FullHistoryMean,ae,sparse77,9
DRMJJ0020,6,-0.8509259259259263,FullHistoryMean,ae,sparse77,9
DRMJJ0021,6,0.06590909090909107,FullHistoryMean,ae,sparse77,9
DRMJJ0025,6,-3.5272033522033523,FullHistoryMean,ae,sparse77,9
DRMJJ0026,6,-1.4553890553890556,FullHistoryMean,ae,sparse77,9
DRMJJ0027,6,0.3221417471417471,FullHistoryMean,ae,sparse77,9
DRMJJ0038,2,-0.375,FullHistoryMean,ae,sparse77,9
DRMJJ0039,2,0.125,FullHistoryMean,ae,sparse77,9
FRC0010,6,0.9836640211640212,FullHistoryMean,ae,sparse77,9
FRH0028,6,1.0406676656676657,FullHistoryMean,ae,sparse77,9
FRH0029,6,0.14345238095238053,FullHistoryMean,ae,sparse77,9
FRH0031,6,1.00515873015873,FullHistoryMean,ae,sparse77,9
FRH0035,6,3.523478835978836,FullHistoryMean,ae,sparse77,9
FRH0037,6,1.8322089947089946,FullHistoryMean,ae,sparse77,9
FRH0042,6,-0.6588624338624339,FullHistoryMean,ae,sparse77,9
FRH0043,6,0.21862026862026865,FullHistoryMean,ae,sparse77,9
FRH0044,6,-1.503830428830429,FullHistoryMean,ae,sparse77,9
FRH0047,6,3.8078703703703702,FullHistoryMean,ae,sparse77,9
FRH0049,6,1.4093915343915342,FullHistoryMean,ae,sparse77,9
FRH0056-1,6,-0.6998279498279499,FullHistoryMean,ae,sparse77,9
FRH0068,6,-1.217310467310467,FullHistoryMean,ae,sparse77,9
FRW00011,6,0.38855820105820116,FullHistoryMean,ae,sparse77,9
FRW00023,2,1.875,FullHistoryMean,ae,sparse77,9
FRW0008,6,-1.0415473415473415,FullHistoryMean,ae,sparse77,9
FRW0009,6,-0.14960872460872424,FullHistoryMean,ae,sparse77,9
FRW0011,6,1.1275132275132276,FullHistoryMean,ae,sparse77,9
FRW0014,6,1.4093915343915342,FullHistoryMean,ae,sparse77,9
FRW0016,6,1.5890873015873017,FullHistoryMean,ae,sparse77,9
FRW0020,6,0.7046957671957671,FullHistoryMean,ae,sparse77,9
FRW0023,6,-0.45357142857142857,FullHistoryMean,ae,sparse77,9
FSTBY001,6,-0.022741147741147733,FullHistoryMean,ae,sparse77,9
FZGLS0001,6,-0.3579059829059829,FullHistoryMean,ae,sparse77,9
FZGLS0002,6,-0.9529230029230029,FullHistoryMean,ae,sparse77,9
FZLRJ0001double,6,-0.2993571243571243,FullHistoryMean,ae,sparse77,9
FZLRJ0002double,6,-1.1689033189033189,FullHistoryMean,ae,sparse77,9
HSAKSLT0001,6,0.25416666666666665,FullHistoryMean,ae,sparse77,9
HWZDSKL0002,6,-1.6047683797683796,FullHistoryMean,ae,sparse77,9
JZJ0004,6,2.062169312169312,FullHistoryMean,ae,sparse77,9
JZJ0014,6,-1.6649369149369149,FullHistoryMean,ae,sparse77,9
JZJ0017,6,-0.7394781144781145,FullHistoryMean,ae,sparse77,9
KFZ0001,6,-0.7630952380952382,FullHistoryMean,ae,sparse77,9
LTKF0002,6,1.1275132275132276,FullHistoryMean,ae,sparse77,9
LTKF0005A,6,0.8035714285714285,FullHistoryMean,ae,sparse77,9
LTKF0008,6,-0.3246693121693123,FullHistoryMean,ae,sparse77,9
LTKF0009,6,0.2390873015873016,FullHistoryMean,ae,sparse77,9
LTKF0022,6,-3.144179894179894,FullHistoryMean,ae,sparse77,9
LTKF0024A,6,-1.9767195767195769,FullHistoryMean,ae,sparse77,9
LTKF0058,6,-0.3021284271284272,FullHistoryMean,ae,sparse77,9
LTKF0102,6,-2.7261904761904763,FullHistoryMean,ae,sparse77,9
LTKF0106,6,-1.672147297147297,FullHistoryMean,ae,sparse77,9
LTKF0111,6,0.12224997224997243,FullHistoryMean,ae,sparse77,9
LYC0203,6,-1.6208069708069708,FullHistoryMean,ae,sparse77,9
QCXXC0001,6,-1.9394841269841272,FullHistoryMean,ae,sparse77,9
QCXXC0002,6,0.1814814814814815,FullHistoryMean,ae,sparse77,9
QFSJZ002-1,6,-2.0500185000184996,FullHistoryMean,ae,sparse77,9
QFSJZ003,6,-0.18808783808783802,FullHistoryMean,ae,sparse77,9
SLT0003,6,-0.9394589207089211,FullHistoryMean,ae,sparse77,9
SLT0004,6,-2.8783235283235284,FullHistoryMean,ae,sparse77,9
SRPDZS0002,6,0.9898148148148148,FullHistoryMean,ae,sparse77,9
XGX9992,2,0.0,FullHistoryMean,ae,sparse77,9
XGX9993,2,0.0,FullHistoryMean,ae,sparse77,9
XYMLRY00001,2,-4.625,FullHistoryMean,ae,sparse77,9
YDBZLV0001AMDE,6,1.6655423280423278,FullHistoryMean,ae,sparse77,9
YDBZWV0001AMDE,6,1.447420634920635,FullHistoryMean,ae,sparse77,9
YJX0024,6,1.354298941798942,FullHistoryMean,ae,sparse77,9
YJX0025,6,-1.10244708994709,FullHistoryMean,ae,sparse77,9
YXBLJ0001,6,-0.6689005439005437,FullHistoryMean,ae,sparse77,9
ZBTZ0003,6,-0.9733747733747734,FullHistoryMean,ae,sparse77,9
ZJJSJBV001AMDE,6,0.30687830687830703,FullHistoryMean,ae,sparse77,9
ZJJYZSJBV1AMDE,6,3.3967592592592593,FullHistoryMean,ae,sparse77,9
ZJJYZSJSV2AMDE,6,2.584722222222222,FullHistoryMean,ae,sparse77,9
xgx0013,2,3.25,FullHistoryMean,ae,sparse77,9
zxy0002,2,0.875,FullHistoryMean,ae,sparse77,9
BLJZ0001,1,9.0,BlockFrequencyMean,mase_52,sparse77,13
BLP0003,3,1.925,BlockFrequencyMean,mase_52,sparse77,13
BLP0004,2,-3.05625,BlockFrequencyMean,mase_52,sparse77,13
CLSSLT0003,5,-1.1376480263157895,BlockFrequencyMean,mase_52,sparse77,13
CLSSLT0006,4,-0.34508928571428565,BlockFrequencyMean,mase_52,sparse77,13
DRMJJ0020,1,-4.367647058823529,BlockFrequencyMean,mase_52,sparse77,13
DRMJJ0021,4,-1.6468972204266323,BlockFrequencyMean,mase_52,sparse77,13
DRMJJ0025,5,0.6814807302231237,BlockFrequencyMean,mase_52,sparse77,13
DRMJJ0026,3,-1.0951140873015872,BlockFrequencyMean,mase_52,sparse77,13
DRMJJ0027,3,-0.2388157894736842,BlockFrequencyMean,mase_52,sparse77,13
FRC0010,5,0.7566666666666666,BlockFrequencyMean,mase_52,sparse77,13
FRH0028,6,0.017380891466257337,BlockFrequencyMean,mase_52,sparse77,13
FRH0029,6,1.0132936507936507,BlockFrequencyMean,mase_52,sparse77,13
FRH0031,6,-0.7690972222222222,BlockFrequencyMean,mase_52,sparse77,13
FRH0035,6,0.5854828042328042,BlockFrequencyMean,mase_52,sparse77,13
